"id","assetgroup","assettype","associationstatus","subnetworkname","creationdate","creator","lastupdate","updatedby","boundary","globalid","rw_name","notes","lifecyclestatus","legacyoid","legacyguid","address","city","county","operatingclass","ownedby","region","state","stationid","zip","stationguid","geoworxkey","shape_starea","shape_stlength","esri_layer_name","myw_geometry_world_name","myw_orientation_boundary"
730,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000716570A2D23355C0C5D9B93632AA424000000000E3361A3F000000000000000046306D20D13355C0865AF9AB2FAA424000000000E3361A3F0000000000000000F61F1A45CF3355C056EE0F7432AA424000000000E3361A3F00000000000000003C28DEB9D03355C0248360DE34AA424000000000E3361A3F0000000000000000716570A2D23355C0C5D9B93632AA424000000000E3361A3F0000000000000000","{924A7EA8-F5EE-4106-A0DC-FE247E27AD57}","MT. OLIVE JCT",NULL,"In Service",2382,"{614D240E-287F-49D2-B572-9832002FDE23}",NULL,NULL,NULL,NULL,"Foreign","Central",NULL,"S24",NULL,"{614D240E-287F-49D2-B572-9832002FDE23}",NULL,"1714.4759543172743","166.25491885550966","Structure Boundary","geo","0"
731,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000007000000E862AC6F285355C0ACFBB6BAC58A424000000000E3361A3F0000000000000000FE45EBFB265355C0322882E1C08A424000000000E3361A3F000000000000000026F5E5EE215355C0E2E3EA0BC58A424000000000E3361A3F00000000000000000B0067B6255355C0D107E874D08A424000000000E3361A3F0000000000000000C90233C5295355C082ACC5E8CC8A424000000000E3361A3F0000000000000000F10AC830285355C04B588547C88A424000000000E3361A3F0000000000000000E862AC6F285355C0ACFBB6BAC58A424000000000E3361A3F0000000000000000","{3BFC8799-86B3-4E27-9052-6DE9E83F83D7}","COLUMBIA",NULL,"In Service",2383,"{76DC2229-9398-4CF0-91D7-8723B8D6E798}","103 Industrial Park Road","Columbia",NULL,NULL,"Foreign","Central","KY","S10","42629","{76DC2229-9398-4CF0-91D7-8723B8D6E798}",NULL,"12944.389674470951","474.036221491302","Structure Boundary","geo","0"
4767,"Electric Substation Boundary","Substation","None","Unknown","11/29/2021","N114842@LGEADINT","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000F1D4F2C5A1E954C04C57A7690A49424000000000E3361A3F00000000000000002BFD5C5DA0E954C0EB320BAE0649424000000000E3361A3F0000000000000000024C0F109EE954C06ED2C0F00849424000000000E3361A3F0000000000000000E205A5789FE954C0F9415BAC0C49424000000000E3361A3F0000000000000000F1D4F2C5A1E954C04C57A7690A49424000000000E3361A3F0000000000000000","{AF3E67D6-7C08-4A97-ACE9-259A3CF40F28}","HARROGATE TVA",NULL,"In Service",NULL,"{8F6CE106-8EBA-4A39-849C-AD4C052EA491}",NULL,"Harrogate","Claiborne",NULL,"Foreign",NULL,"TN",NULL,"37752",NULL,NULL,"2346.1015847544586","193.74693803716897","Structure Boundary","geo","0"
732,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000006000000E62C8C814F4055C02651B80CA157434000000000E3361A3F0000000000000000E46308944F4055C0D31F875D9757434000000000E3361A3F0000000000000000BC5D4A314E4055C03F2E04609557434000000000E3361A3F0000000000000000027B3BF14A4055C00514B48C9557434000000000E3361A3F00000000000000005983FFD44A4055C027F53FCFA057434000000000E3361A3F0000000000000000E62C8C814F4055C02651B80CA157434000000000E3361A3F0000000000000000","{85C7F859-8E6D-4A07-97FF-81CCDD422AA7}","CARSON",NULL,"In Service",2384,"{E6659C2E-5E9F-4E0B-833E-89D332818AA6}","17 Raistor Road","Sanders",NULL,NULL,"Foreign","Bluegrass","KY","N33","41083","{E6659C2E-5E9F-4E0B-833E-89D332818AA6}",NULL,"10108.221331624538","403.7012740778136","Structure Boundary","geo","0"
733,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000006000000867A534F15FF54C08A0325E3B705434000000000E3361A3F00000000000000001AF0D77C14FF54C07BF3FD6FA905434000000000E3361A3F000000000000000098BBD92C0DFF54C00D9FDACAAA05434000000000E3361A3F0000000000000000411EA07B0DFF54C07A6FB531B705434000000000E3361A3F000000000000000006BD634B0EFF54C0E6CA36A9B805434000000000E3361A3F0000000000000000867A534F15FF54C08A0325E3B705434000000000E3361A3F0000000000000000","{7E7DA052-CDFA-4C5B-83D1-FBF7CCD6A8F1}","REID VILLAGE",NULL,"In Service",2385,"{65955ED0-C8F2-4716-BFA7-EE9AC8BF7987}","2550 Winchester Road","Mt. Sterling",NULL,NULL,"Foreign","Bluegrass","KY","N64","40353","{65955ED0-C8F2-4716-BFA7-EE9AC8BF7987}",NULL,"20951.982107908563","573.8032539666959","Structure Boundary","geo","0"
734,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000006000000051D3EF9A10555C0C0758546C5F1424000000000E3361A3F00000000000000008E604BD7A00555C066286685BEF1424000000000E3361A3F00000000000000002FC982A29A0555C0A20374E9C0F1424000000000E3361A3F0000000000000000C13DC4E99B0555C0AD6F35E6C8F1424000000000E3361A3F0000000000000000A081B511A10555C0B71B919FC6F1424000000000E3361A3F0000000000000000051D3EF9A10555C0C0758546C5F1424000000000E3361A3F0000000000000000","{D1729D95-0741-4F4E-8DC8-1CF07AF1E791}","J.K. SMITH DISTRIBUTION",NULL,"In Service",2386,"{A2FD811E-A57B-477C-9CB1-A520C1A46C47}","12145 Irvine Road","Winchester",NULL,NULL,"Foreign","Bluegrass","KY",NULL,"40391","{A2FD811E-A57B-477C-9CB1-A520C1A46C47}",NULL,"10036.038596259394","397.8527261716091","Structure Boundary","geo","0"
735,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000007000000B56F2C23D64B55C0826534E3E260424000000000E3361A3F0000000000000000A617A45ED64B55C01E828B04D660424000000000E3361A3F000000000000000058B5B377CE4B55C0C357C0D4D460424000000000E3361A3F0000000000000000CA1A5A8CCD4B55C059E83F07E160424000000000E3361A3F0000000000000000E94DE597D14B55C02DF15811E160424000000000E3361A3F00000000000000008D5A25DDD14B55C0FF16D979E260424000000000E3361A3F0000000000000000B56F2C23D64B55C0826534E3E260424000000000E3361A3F0000000000000000","{3D7D35CB-7731-4A34-80F6-2BC0FD2E2AC1}","SNOW",NULL,"In Service",2387,"{C4B73885-DD69-429C-8AC5-613073291252}","2694 KY HWY 90 W","Albany",NULL,NULL,"Foreign","Central","KY","S71","42602","{C4B73885-DD69-429C-8AC5-613073291252}",NULL,"20583.699999309323","586.7978749553622","Structure Boundary","geo","0"
736,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E610000001000000050000009D7708C37F5255C052C9CB92C0D3424000000000E3361A3F00000000000000007C1896A97A5255C027CE9C43BDD3424000000000E3361A3F0000000000000000879098C6765255C084EB3B15CBD3424000000000E3361A3F00000000000000002677CB3E7C5255C02803373FCED3424000000000E3361A3F00000000000000009D7708C37F5255C052C9CB92C0D3424000000000E3361A3F0000000000000000","{0F9EA1F6-07BC-4CFE-918C-5A8EF80F6730}","SOUTH SPRINGFIELD",NULL,"In Service",2388,"{1858AEF9-51B2-4B4F-B2CD-E2C1FE843DD4}","2900 St. Rose - Lebanon Road","Springfield",NULL,NULL,"Foreign","Central","KY",NULL,NULL,"{1858AEF9-51B2-4B4F-B2CD-E2C1FE843DD4}",NULL,"16613.813707616886","532.5078928648605","Structure Boundary","geo","0"
737,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000C4FB01B37CEB54C0BF1CDBF081C3424000000000E3361A3F0000000000000000640467227BEB54C081A3D33680C3424000000000E3361A3F0000000000000000EB6C0E057AEB54C03AD1E0C082C3424000000000E3361A3F0000000000000000350A038F7BEB54C09EE6513184C3424000000000E3361A3F0000000000000000C4FB01B37CEB54C0BF1CDBF081C3424000000000E3361A3F0000000000000000","{5EBAFD64-1885-4337-97FF-92BDB4DA5496}","OAK DALE JCT",NULL,"In Service",2389,"{8EA6F247-84EB-4EE8-A581-EBF9CEC50F63}","5881 Beattyville Road","Jackson",NULL,NULL,"Foreign","Mountain","KY","E21","41339","{8EA6F247-84EB-4EE8-A581-EBF9CEC50F63}",NULL,"1082.152482553553","131.8551432977741","Structure Boundary","geo","0"
738,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000CC7E714F2FCE54C027D42A3EBD77424000000000E3361A3F0000000000000000E32B9E482FCE54C0B3093756B577424000000000E3361A3F0000000000000000AFBFA46F29CE54C06E0B3F88B577424000000000E3361A3F000000000000000038E74B9629CE54C070F9C42FBD77424000000000E3361A3F0000000000000000CC7E714F2FCE54C027D42A3EBD77424000000000E3361A3F0000000000000000","{20EC630D-3F7C-4B66-BBB4-AC9EBB5FAEB6}","PINE MT.",NULL,"In Service",2390,"{8DE281AE-B9A1-4140-A419-4AD56B64C87B}","6978 East HWY 221","Bledsoe",NULL,NULL,"Foreign","Mountain","KY","E50","40810","{8DE281AE-B9A1-4140-A419-4AD56B64C87B}",NULL,"8924.045256606425","379.395049547528","Structure Boundary","geo","0"
739,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000CA612E20307755C0E280910BC5CB424000000000E3361A3F000000000000000087A6D41E2B7755C0383E449CC1CB424000000000E3361A3F0000000000000000D9C9067A277755C03BC440CACFCB424000000000E3361A3F0000000000000000300EC4A82C7755C0D3BC1D0ED3CB424000000000E3361A3F0000000000000000CA612E20307755C0E280910BC5CB424000000000E3361A3F0000000000000000","{FD705BF5-FE25-401C-BDF2-5D26A603443C}","GLENDALE",NULL,"In Service",2391,"{3A07F90F-C4F1-42F6-86C5-24BC14511BDB}","245 E Glendale Hodgenville Road","Elizabethtown",NULL,NULL,"Foreign","Louisville","KY","W54",NULL,"{3A07F90F-C4F1-42F6-86C5-24BC14511BDB}",NULL,"16447.934133364543","532.4886366724447","Structure Boundary","geo","0"
741,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E610000001000000070000003584257F2E1555C07512070766E3424000000000E3361A3F000000000000000051FEF0302C1555C03F89157A63E3424000000000E3361A3F0000000000000000C504D8972C1555C006D5BC475FE3424000000000E3361A3F0000000000000000E1AF575E271555C07B113B245EE3424000000000E3361A3F0000000000000000E3150AFE251555C0E26C4C2271E3424000000000E3361A3F00000000000000000A47D4162D1555C06D89164F72E3424000000000E3361A3F00000000000000003584257F2E1555C07512070766E3424000000000E3361A3F0000000000000000","{C94EE7E2-5435-4649-B4F0-7C5B51092190}","FAWKES (EK)",NULL,"In Service",2393,"{FAEB7D4D-0B04-4ADB-B85D-43A567042494}","4713 Goggins Lane","Richmond",NULL,NULL,"Foreign","Bluegrass","KY",NULL,"40475","{FAEB7D4D-0B04-4ADB-B85D-43A567042494}",NULL,"25229.377938582427","666.7708547291585","Structure Boundary","geo","0"
742,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E610000001000000060000007035B0E34EDE54C023521A9C7C1A434000000000E3361A3F0000000000000000E87135194ADE54C0C56EBB2B741A434000000000E3361A3F000000000000000019123AA344DE54C05B02047D7C1A434000000000E3361A3F0000000000000000A65B5AC54ADE54C09B61292C871A434000000000E3361A3F00000000000000004B6BD2F04EDE54C0BAC2BE58811A434000000000E3361A3F00000000000000007035B0E34EDE54C023521A9C7C1A434000000000E3361A3F0000000000000000","{35306A57-582E-4E7D-9B53-4FA7BCAE71B7}","HILDA #1",NULL,"In Service",2394,"{2E3B42FE-DD61-48A7-86E3-FC6FB40701B6}","2990 Flemingsburg Road","Morehead",NULL,NULL,"Foreign","Bluegrass","KY",NULL,"40351","{2E3B42FE-DD61-48A7-86E3-FC6FB40701B6}",NULL,"20928.08814974866","569.5342212779457","Structure Boundary","geo","0"
743,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000500000004F2A8F253EC54C0925AD3DF8ACA424000000000E3361A3F0000000000000000F82D9E3355EC54C0FC74B16183CA424000000000E3361A3F0000000000000000BCD278614FEC54C0F173C26080CA424000000000E3361A3F00000000000000001671773C4EEC54C0645B302088CA424000000000E3361A3F000000000000000004F2A8F253EC54C0925AD3DF8ACA424000000000E3361A3F0000000000000000","{97B95F26-96EB-404B-AFF0-BF4615009589}","BEATTYVILLE DISTRIBUTION",NULL,"In Service",2395,"{72B4937C-2147-461F-9B69-99A995C08D96}","1248 HWY 52 East","Beattyville",NULL,NULL,"Foreign","Mountain","KY",NULL,"41311","{72B4937C-2147-461F-9B69-99A995C08D96}",NULL,"9312.942764702215","388.3519413022804","Structure Boundary","geo","0"
744,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E610000001000000070000009265FFC093ED54C0C8F52B762A13434000000000E3361A3F000000000000000073FA949C8DED54C01B2722B72413434000000000E3361A3F0000000000000000D86F1D7089ED54C05F5659572E13434000000000E3361A3F0000000000000000421CEFF38BED54C0C226D2103013434000000000E3361A3F00000000000000004C5E87378CED54C0670AF3A73113434000000000E3361A3F0000000000000000ADC496AD8FED54C07881BDC43413434000000000E3361A3F00000000000000009265FFC093ED54C0C8F52B762A13434000000000E3361A3F0000000000000000","{D8FFB12E-0E49-4FE9-8BCB-65FDE84D0B1E}","PEASTICKS",NULL,"In Service",2396,"{90538E68-2A0B-4CD0-AF44-5872FE7A370F}","1074 Peasticks Road","Owingsville",NULL,NULL,"Foreign","Bluegrass","KY","E84","40360","{90538E68-2A0B-4CD0-AF44-5872FE7A370F}",NULL,"16860.87671667564","526.2740923505053","Structure Boundary","geo","0"
745,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000007000000FE5EF877344B55C005A7993AB0DF424000000000E3361A3F000000000000000038CA5C34314B55C02CB68817ADDF424000000000E3361A3F000000000000000090586DDB2C4B55C01219CF94B7DF424000000000E3361A3F0000000000000000A1B929D1324B55C0A7F81A10BDDF424000000000E3361A3F000000000000000093DE7DC6344B55C020645B6DB8DF424000000000E3361A3F0000000000000000A95CBB24324B55C04F3868C7B5DF424000000000E3361A3F0000000000000000FE5EF877344B55C005A7993AB0DF424000000000E3361A3F0000000000000000","{67FE8065-6E32-4063-9D1A-9005C132736B}","NORTH SPRINGFIELD DIST.",NULL,"In Service",2397,"{7F72E115-C930-414E-B6D5-A1163EDCB2A9}","62 Kelly Shop Road","Springfield",NULL,NULL,"Foreign","Central","KY",NULL,"40069","{7F72E115-C930-414E-B6D5-A1163EDCB2A9}",NULL,"12758.371074670353","519.4841315889228","Structure Boundary","geo","0"
746,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000E15A14FE195755C0E594654210B0424000000000E3361A3F0000000000000000F72E74E2175755C08F5A610508B0424000000000E3361A3F0000000000000000A6C3D82B145755C0F12F92830AB0424000000000E3361A3F00000000000000008E8AE654165755C035916BCB12B0424000000000E3361A3F0000000000000000E15A14FE195755C0E594654210B0424000000000E3361A3F0000000000000000","{C2148841-B9A4-4F3D-8349-0508AEDE0E32}","MILE LANE",NULL,"In Service",2398,"{E00A372A-403F-4A1E-8F46-B7B528E6F43F}","2520 Saloma Road","Campbellsville",NULL,NULL,"Foreign","Central","KY","W27","42718","{E00A372A-403F-4A1E-8F46-B7B528E6F43F}",NULL,"7058.64375481446","340.7678850458493","Structure Boundary","geo","0"
747,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000500000076D501C8B31D55C01AA31BCE37FB424000000000000000000000000000000000E8B71782B11D55C01DF468C137FB42400000000000000000000000000000000046A6127AB11D55C04B98D65A3BFB42400000000000000000000000000000000083FCFCBFB31D55C07F4889673BFB42400000000000000000000000000000000076D501C8B31D55C01AA31BCE37FB424000000000000000000000000000000000","{D2F3D0D5-EB99-40CB-B0C9-4A09B95DEB20}","FAYETTE #2",NULL,"In Service",2399,"{B3F63DB8-43CA-407A-A133-7D1EE5BA1238}","2442 Armstrong Mill","Lexington",NULL,NULL,"Foreign","Bluegrass","KY",NULL,"40515","{B3F63DB8-43CA-407A-A133-7D1EE5BA1238}",NULL,"1600.0067233134857","160.00033616666664","Structure Boundary","geo","0"
749,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000700000063BBF3C0A21855C0E458CC52805D434000000000E3361A3F00000000000000008A4B16BF9E1855C0443D513D7D5D434000000000E3361A3F0000000000000000155663A19B1855C0CEDDEBC3865D434000000000E3361A3F000000000000000096E901C89F1855C07071B4E8895D434000000000E3361A3F00000000000000006F84A40FA21855C091B17CE3885D434000000000E3361A3F0000000000000000913B9F23A31855C0703D515B855D434000000000E3361A3F000000000000000063BBF3C0A21855C0E458CC52805D434000000000E3361A3F0000000000000000","{F6CF19A2-7112-4830-88A7-51365D37CA59}","GRIFFIN",NULL,"In Service",2401,"{ABC1BEFF-63EA-4C34-A56C-8FF854FC447D}","964 Highway 17","North Butler",NULL,NULL,"Foreign","Bluegrass","KY",NULL,"41006","{ABC1BEFF-63EA-4C34-A56C-8FF854FC447D}",NULL,"11856.359866257142","418.13688149831484","Structure Boundary","geo","0"
750,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000006000000A7967E73283755C04AF469E5BADD424000000000E3361A3F0000000000000000B8ACFD0F293755C0B91C55EAB3DD424000000000E3361A3F000000000000000054492244273755C033573C4CB1DD424000000000E3361A3F0000000000000000EEF7F928233755C0406258ACAFDD424000000000E3361A3F0000000000000000434B1BF1213755C0FED0CC93B8DD424000000000E3361A3F0000000000000000A7967E73283755C04AF469E5BADD424000000000E3361A3F0000000000000000","{BE525041-6455-40B6-BC8A-1180538FE4CB}","H.T. ADAMS",NULL,"In Service",2402,"{EDAFE82E-2CA5-4DAC-AA4E-EAFFDB9B8FE4}","537 Dry Branch Road","Harrodsburg",NULL,NULL,"Foreign","Central","KY","W81","40330","{EDAFE82E-2CA5-4DAC-AA4E-EAFFDB9B8FE4}",NULL,"11023.374543370008","415.024962044809","Structure Boundary","geo","0"
751,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000600000094983810B93D55C03A9490A80A9C424000000000E3361A3F00000000000000004705A7EAB53D55C043680423FE9B424000000000E3361A3F0000000000000000CEF89248B03D55C0F88393E6019C424000000000E3361A3F000000000000000004A4D5CDB13D55C0B1BAF021089C424000000000E3361A3F0000000000000000217F360FB53D55C050938C6D0D9C424000000000E3361A3F000000000000000094983810B93D55C03A9490A80A9C424000000000E3361A3F0000000000000000","{BAEE882E-C01B-4E77-8D69-C85E50786E87}","PHIL",NULL,"In Service",2403,"{74882146-4367-4EFB-B6D7-1DB6BACB508D}","800 Haggard Road","Liberty",NULL,NULL,"Foreign","Central","KY",NULL,"42539","{74882146-4367-4EFB-B6D7-1DB6BACB508D}",NULL,"15205.550170755496","492.83277917437584","Structure Boundary","geo","0"
752,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000C000000F494C62736E754C0ED68930EDCFB424000000000E3361A3F00000000000000004D3EF1B630E754C03DF8504FD9FB424000000000E3361A3F00000000000000007798ECEC2FE754C0782B32CADBFB424000000000E3361A3F0000000000000000E044D86C2DE754C04F502377DAFB424000000000E3361A3F00000000000000000E7CFAB02CE754C09EFF9882DEFB424000000000E3361A3F0000000000000000501704A332E754C01E11CB5FE1FB424000000000E3361A3F0000000000000000D858F0A732E754C0A8AA3540E2FB424000000000E3361A3F0000000000000000978EF42534E754C0EAC720CBE2FB424000000000E3361A3F0000000000000000E0E2D28934E754C0E6FC604DE2FB424000000000E3361A3F00000000000000002CAACA9735E754C01221D69DE2FB424000000000E3361A3F000000000000000023C77F9F36E754C0E0AF9ED7DDFB424000000000E3361A3F0000000000000000F494C62736E754C0ED68930EDCFB424000000000E3361A3F0000000000000000","{28DD3C18-2576-4AC2-9837-1582393E1EE3}","FRENCHBURG",NULL,"In Service",2404,"{BD1D130A-5C60-424D-BE41-FC9927572D09}","1418 HWY 36","Frenchburg",NULL,NULL,"Foreign","Bluegrass","KY",NULL,"40322","{BD1D130A-5C60-424D-BE41-FC9927572D09}",NULL,"11083.94129374321","475.70050649891095","Structure Boundary","geo","0"
753,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000E9C74D5C221E55C0DCBAF6825CF6424000000000E3361A3F00000000000000001104FC1F1C1E55C08D06A27C55F6424000000000E3361A3F000000000000000085E101B0181E55C050A066BB5CF6424000000000E3361A3F00000000000000003DC471251F1E55C0F3B3E5BA63F6424000000000E3361A3F0000000000000000E9C74D5C221E55C0DCBAF6825CF6424000000000E3361A3F0000000000000000","{9C8CDA35-B618-4304-881D-2BDBA9C4DB14}","DAVIS",NULL,"In Service",2405,"{A54D791A-DC11-46A4-BC46-33C06628A844}","3876 Delong Road","Lexington",NULL,NULL,"Foreign","Bluegrass","KY","W53","40515","{A54D791A-DC11-46A4-BC46-33C06628A844}",NULL,"13541.093811459594","471.32850124858516","Structure Boundary","geo","0"
754,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000008000000AE5BA215B16055C0EB6D9C216FA3424000000000E3361A3F0000000000000000BAD403BAAD6055C0FEC9CE3469A3424000000000E3361A3F0000000000000000277A6520AB6055C0947AF1A26CA3424000000000E3361A3F000000000000000010E39D14AA6055C0676C1FDE6AA3424000000000E3361A3F0000000000000000BE5E3ADB9D6055C0650782E779A3424000000000E3361A3F0000000000000000D7EC1C11A56055C06113761487A3424000000000E3361A3F0000000000000000AA85CB15AE6055C016B6AE967AA3424000000000E3361A3F0000000000000000AE5BA215B16055C0EB6D9C216FA3424000000000E3361A3F0000000000000000","{A92AB125-CDA9-4F84-9A7F-63E2F4EF6934}","GREEN CO.",NULL,"In Service",2406,"{B31DD494-FD84-43DF-96AA-DFBDBBF15520}","55 E KY Rea Road","Greensburg",NULL,NULL,"Foreign","Louisville","KY","W45","42743","{B31DD494-FD84-43DF-96AA-DFBDBBF15520}",NULL,"56564.25657100536","994.1081196843883","Structure Boundary","geo","0"
755,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000007000000C02F878ED65455C00DDE23FC4699424000000000E3361A3F0000000000000000967298D5D35455C0626E66314299424000000000E3361A3F0000000000000000D92ABA06CE5455C0F13ED1EF4999424000000000E3361A3F0000000000000000CA651CC3D15455C05BA9EC615099424000000000E3361A3F00000000000000003838205DD45455C009AA222D4D99424000000000E3361A3F0000000000000000A947F487D45455C0D84AB88D4999424000000000E3361A3F0000000000000000C02F878ED65455C00DDE23FC4699424000000000E3361A3F0000000000000000","{4C7B4EAE-B8E7-477F-878F-F994B5B34AAF}","COBURG",NULL,"In Service",2407,"{9CE71B70-3FBC-44A7-8BA9-CA820AF9D5C7}","3701 Cane Valley Road","Columbia",NULL,NULL,"Foreign","Central","KY","S35","42728","{9CE71B70-3FBC-44A7-8BA9-CA820AF9D5C7}",NULL,"11565.167243615773","448.73223575545376","Structure Boundary","geo","0"
756,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000007000000F22B4C35271655C04539FCE393C1424000000000E3361A3F0000000000000000F3AC7866221655C0CDAF67658DC1424000000000E3361A3F000000000000000094F6353E211655C0503A09568FC1424000000000E3361A3F0000000000000000DEEC4E2F201655C09E7B9AFA8DC1424000000000E3361A3F000000000000000007CEB92E1D1655C009A0385193C1424000000000E3361A3F00000000000000005BB3636C231655C09DA8AADF9BC1424000000000E3361A3F0000000000000000F22B4C35271655C04539FCE393C1424000000000E3361A3F0000000000000000","{29E5C335-B7EA-4830-BDFF-716948086481}","THREE LINKS JCT",NULL,"In Service",2408,"{117BDCC4-D617-4FA4-B093-216A50CA73A0}","1688 Lambert Road","Berea",NULL,NULL,"Foreign","Central","KY","S83","40403","{117BDCC4-D617-4FA4-B093-216A50CA73A0}",NULL,"14852.57771069662","501.9411108657403","Structure Boundary","geo","0"
757,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000B09520874AFA54C04436A174C7AB424000000000E3361A3F0000000000000000E48B097E46FA54C01E1D55ACAAAB424000000000E3361A3F0000000000000000C093E7743CFA54C0C449F651AEAB424000000000E3361A3F000000000000000067C5DE2C40FA54C066A5B5FDCAAB424000000000E3361A3F0000000000000000B09520874AFA54C04436A174C7AB424000000000E3361A3F0000000000000000","{54A25564-FF32-41F9-B842-7A57EAD1B817}","TYNER 161KV",NULL,"In Service",2409,"{6B0D8BED-78EC-4A90-B3DB-11BC5EA3FF20}","190 Tyner Tower Road","Tyner",NULL,NULL,"Foreign","Mountain","KY",NULL,"40486","{6B0D8BED-78EC-4A90-B3DB-11BC5EA3FF20}",NULL,"60480.24724473231","1023.5308363335527","Structure Boundary","geo","0"
758,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000800000028BE47C82D7B55C00CAC4F3F0DD6424000000000E3361A3F0000000000000000F42D3FA52A7B55C09CB5D1B603D6424000000000E3361A3F00000000000000002F8F261C257B55C000D86A3F08D6424000000000E3361A3F000000000000000007360BDA287B55C0377C31BD12D6424000000000E3361A3F00000000000000009C2365602D7B55C0BC0552340FD6424000000000E3361A3F0000000000000000629F68D72D7B55C0141ADDA50ED6424000000000E3361A3F000000000000000083A0ADF82D7B55C091499ED00DD6424000000000E3361A3F000000000000000028BE47C82D7B55C00CAC4F3F0DD6424000000000E3361A3F0000000000000000","{53390215-B651-4E92-A65D-8C3E4B2FA093}","KARGLE #1",NULL,"In Service",2410,"{267EB461-926B-4A4F-A1FE-DD245A155F23}","4090 Leitchfield Road","Elizabethtown",NULL,NULL,"Foreign","Louisville","KY",NULL,"42701","{267EB461-926B-4A4F-A1FE-DD245A155F23}",NULL,"14486.282858343344","479.56393465050536","Structure Boundary","geo","0"
