"id","assetgroup","assettype","associationstatus","subnetworkname","creationdate","creator","lastupdate","updatedby","boundary","globalid","rw_name","notes","lifecyclestatus","legacyoid","legacyguid","address","city","county","operatingclass","ownedby","region","state","stationid","zip","stationguid","geoworxkey","shape_starea","shape_stlength","esri_layer_name","myw_geometry_world_name","myw_orientation_boundary"
1016,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E610000001000000050000005355D6CEC84655C02575C66D2B8D424000000000E3361A3F00000000000000004D036742C84655C008102B85218D424000000000E3361A3F0000000000000000CB78A11DC24655C009F01B91228D424000000000E3361A3F0000000000000000EAB8A985C24655C02D37D5BB2C8D424000000000E3361A3F00000000000000005355D6CEC84655C02575C66D2B8D424000000000E3361A3F0000000000000000","{2E4926A7-C2A2-48CE-8B11-842E94F81661}","SEWELLTON JCT.",NULL,"In Service",2668,"{D7E6BFFD-749F-4DB9-B14D-D37FBB10BE33}",NULL,NULL,NULL,NULL,"Foreign","Central",NULL,"0S8",NULL,"{D7E6BFFD-749F-4DB9-B14D-D37FBB10BE33}",NULL,"12449.426396842195","446.5326763479239","Structure Boundary","geo","0"
15,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E610000001000000050000001ABC48CB24B254C072E0AD9AA573424000000000E3361A3F00000000000000008FE827BA20B254C066C3B9D5A773424000000000E3361A3F000000000000000082BED89A23B254C0DA3F6509AD73424000000000E3361A3F0000000000000000ACC964A626B254C0236EB5A2A873424000000000E3361A3F00000000000000001ABC48CB24B254C072E0AD9AA573424000000000E3361A3F0000000000000000","{651CD626-57A7-4A57-88E7-64B37D57B007}","APPALACHIA",NULL,"In Service",816,"{CD775EC0-7ADF-456A-9CE5-882475F646A3}","145 Powell St.","Appalachia","Wise",NULL,"KU","Mountain","VA","370","24216","{CD775EC0-7ADF-456A-9CE5-882475F646A3}",NULL,"4459.521982137848","274.37609921363367","Structure Boundary","geo","0"
3,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000500000093FA3DDE3DA754C06047D2687A7D424000000000E3361A3F0000000000000000D5E177533CA754C04826A0FF767D424000000000E3361A3F00000000000000000EE852053AA754C0A629BE047A7D424000000000E3361A3F0000000000000000AE7983B23BA754C01B110A3A7D7D424000000000E3361A3F000000000000000093FA3DDE3DA754C06047D2687A7D424000000000E3361A3F0000000000000000","{F07B7742-6AAA-406F-8E02-620C84715019}","ADDINGTON",NULL,"In Service",804,"{E0B052D1-A42F-42E2-9E2E-52D96C0C2266}","7848 Rock Switch Rd.","Addington","Wise",NULL,"KU","Mountain","VA","376","24293","{E0B052D1-A42F-42E2-9E2E-52D96C0C2266}",NULL,"2397.936652071964","196.18478590246153","Structure Boundary","geo","0"
5,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000E21782EAFD4655C010685D775659434000000000E3361A3F0000000000000000A54B0470F64655C0AA21689A5F59434000000000E3361A3F00000000000000002D5C51A4FC4655C07E5158816D59434000000000E3361A3F0000000000000000EC5B8D90044755C0F6553B246459434000000000E3361A3F0000000000000000E21782EAFD4655C010685D775659434000000000E3361A3F0000000000000000","{CE1DDE43-D28D-4074-BE95-9F4EC7D9779B}","AIRGAS",NULL,"In Service",806,"{4C495F83-9B67-426C-B0A9-50EC60436F22}","361 Tom Harris Rd.","Carrollton","Carroll",NULL,"KU","Bluegrass","KY","283","41008","{4C495F83-9B67-426C-B0A9-50EC60436F22}",NULL,"32069.00309320059","717.7016876840531","Structure Boundary","geo","0"
6,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000500000025D1A0CFBEE455C0494487C33DE9424000000000E3361A3F00000000000000004F2ED681BBE455C065FE30FA39E9424000000000E3361A3F0000000000000000714FACF1B8E455C043E2E3E33FE9424000000000E3361A3F0000000000000000351BB765BCE455C07599F48943E9424000000000E3361A3F000000000000000025D1A0CFBEE455C0494487C33DE9424000000000E3361A3F0000000000000000","{50D911C6-8D23-4BCA-AC88-B69A6A2C896E}","AIRLINE ROAD",NULL,"In Service",807,"{9FE90232-C634-480A-B7F0-1EEF6204AF61}","1830 Clay St","Henderson","Henderson",NULL,"KU","Western","KY","510","42420","{9FE90232-C634-480A-B7F0-1EEF6204AF61}",NULL,"5679.903195983386","301.7332726661345","Structure Boundary","geo","0"
7,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000500000029E59470EE0355C026E1CA8A9084424000000000E3361A3F000000000000000068F9E417E90355C0A396F46A8984424000000000E3361A3F00000000000000004CBD5B9DE40355C0C32D43D79184424000000000E3361A3F0000000000000000463D60DEE90355C0AD5669F69884424000000000E3361A3F000000000000000029E59470EE0355C026E1CA8A9084424000000000E3361A3F0000000000000000","{123577AD-0DA7-49A9-B84D-C3D7A891D7D4}","AISIN",NULL,"In Service",808,"{16B23024-493E-49DD-8887-42021B912319}",NULL,"Lily","Laurel",NULL,"KU","Mountain","KY","411","40740","{16B23024-493E-49DD-8887-42021B912319}",NULL,"15217.202925010704","493.4604832559444","Structure Boundary","geo","0"
9,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E610000001000000070000004B2E9B61282E55C03CEB587B9601434000000000E3361A3F0000000000000000E09A7C89222E55C0657784689501434000000000E3361A3F000000000000000095525D64222E55C0618A0AB49701434000000000E3361A3F00000000000000006B5614F9222E55C05DAA7DD59701434000000000E3361A3F000000000000000027554478222E55C01DF699299E01434000000000E3361A3F00000000000000004B54666C272E55C026470F469F01434000000000E3361A3F00000000000000004B2E9B61282E55C03CEB587B9601434000000000E3361A3F0000000000000000","{B6FC1348-F5BF-4493-B62D-290C5FDA8F0E}","ALEXANDER",NULL,"In Service",810,"{41118212-D81C-4834-B875-3F6F5060289A}","2915 Troy Pike # Fg21","Versailles","Woodford",NULL,"KU","Central","KY","402","40383","{41118212-D81C-4834-B875-3F6F5060289A}",NULL,"9107.553223202605","397.39053460295514","Structure Boundary","geo","0"
11,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000CCF5BD2E9ADA54C0798C52BE3F5D424000000000E3361A3F0000000000000000078BEC5397DA54C0954F4D773D5D424000000000E3361A3F00000000000000009986470B96DA54C07015DBEC405D424000000000E3361A3F0000000000000000BA1866E298DA54C0BEBEAC24435D424000000000E3361A3F0000000000000000CCF5BD2E9ADA54C0798C52BE3F5D424000000000E3361A3F0000000000000000","{90789C5C-79D4-45BE-8CF7-A7B755E34635}","ALVA",NULL,"In Service",812,"{45CF7348-B910-40E7-B4E6-B1965A763F85}","Rockhouse Branch Road","Pathfork","Harlan",NULL,"KU","Mountain","KY","503","40863","{45CF7348-B910-40E7-B4E6-B1965A763F85}",NULL,"2518.1188397453025","202.5926117022463","Structure Boundary","geo","0"
13,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000A1E2EE042EB254C03480319CFC79424000000000E3361A3F00000000000000009EEE206027B254C0022D6067FF79424000000000E3361A3F0000000000000000E4EBA9CB28B254C01ABD6D75067A424000000000E3361A3F0000000000000000EC5912532FB254C05E449891037A424000000000E3361A3F0000000000000000A1E2EE042EB254C03480319CFC79424000000000E3361A3F0000000000000000","{3E77A5F5-6D4A-4145-9780-2E5FBEF66B1B}","ANDOVER",NULL,"In Service",814,"{8DA4571B-75CD-42EB-B71B-119312F85144}","5402 Stonega Rd.","Stonega","Wise",NULL,"KU","Mountain","VA","182","24216","{8DA4571B-75CD-42EB-B71B-119312F85144}",NULL,"9913.51934322721","406.4231066706941","Structure Boundary","geo","0"
14,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E610000001000000050000003B89D60EDEEE54C02688732E7855424000000000E3361A3F00000000000000009374509ADDEE54C0A40DDC087355424000000000E3361A3F0000000000000000AE42D8EADAEE54C01CCE8D7D7355424000000000E3361A3F00000000000000001FAF2A62DBEE54C04F8DDAAF7855424000000000E3361A3F00000000000000003B89D60EDEEE54C02688732E7855424000000000E3361A3F0000000000000000","{AFF40704-10CB-496C-8890-095EB018ECE3}","APPOLO",NULL,"In Service",815,"{E6002A95-5A4F-4EA3-9A52-F5EEA04EFF91}","801 Old Pineville Pike","Middlesboro","Bell",NULL,"KU","Mountain","KY","632","40965","{E6002A95-5A4F-4EA3-9A52-F5EEA04EFF91}",NULL,"2801.470691016161","212.6718503946764","Structure Boundary","geo","0"
21,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E610000001000000050000005E32810D9BE155C02747E50D39CE424000000000E3361A3F0000000000000000ED2D851398E155C0CE6AF73A38CE424000000000E3361A3F000000000000000084EF15AC97E155C04A6F501B3CCE424000000000E3361A3F00000000000000002C7F7A949AE155C05E4F95DA3CCE424000000000E3361A3F00000000000000005E32810D9BE155C02747E50D39CE424000000000E3361A3F0000000000000000","{6E0059E6-D183-4FCC-9B41-5ABCA786F1C8}","ASHBY ELECTRIC",NULL,"In Service",822,"{30CBD13E-5523-45F6-9CE5-94050ABEA998}","117 N Sellers St","Sebree","Webster",NULL,"KU","Western","KY","613","42455","{30CBD13E-5523-45F6-9CE5-94050ABEA998}",NULL,"2285.8579430214972","192.18497840779256","Structure Boundary","geo","0"
23,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000500000070D891EF7C1F55C032F45949BC03434000000000E3361A3F0000000000000000985F9A4A781F55C01C95FBD4C203434000000000E3361A3F0000000000000000ED50FF367D1F55C045B17D2FC703434000000000E3361A3F00000000000000006BBF5ED37F1F55C07587F476C303434000000000E3361A3F000000000000000070D891EF7C1F55C032F45949BC03434000000000E3361A3F0000000000000000","{7CA8F2A5-CBD1-4C6C-98E4-0074D9776671}","ASHLAND AVE.",NULL,"In Service",824,"{439282C4-1059-4F22-B715-1DC261A61055}","448 S Ashland Ave","Lexington","Fayette",NULL,"KU","Bluegrass","KY","808","40502","{439282C4-1059-4F22-B715-1DC261A61055}",NULL,"8003.374204061588","364.84468503938973","Structure Boundary","geo","0"
24,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000E3DBB013C01F55C0B7FEDFDA35F9424000000000E3361A3F0000000000000000D6533FD6BA1F55C078F39DA531F9424000000000E3361A3F000000000000000036689F66B71F55C0F757AA593DF9424000000000E3361A3F00000000000000001F0EB8A9BC1F55C01EB4ACA441F9424000000000E3361A3F0000000000000000E3DBB013C01F55C0B7FEDFDA35F9424000000000E3361A3F0000000000000000","{2C4F5056-5F69-43CA-9889-0F8F901A3FC2}","ASHLAND PIPE",NULL,"In Service",825,"{C062CB37-8B92-4B28-AFA2-BA396D04C4FA}","4746 Hobbs Way","Lexington","Fayette",NULL,"KU","Bluegrass","KY","607","40515","{C062CB37-8B92-4B28-AFA2-BA396D04C4FA}",NULL,"14908.976569188606","495.10576986940043","Structure Boundary","geo","0"
25,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000CCC02CA4F83755C0CDC78EFD43D3424000000000E3361A3F0000000000000000C0BBC246F43755C07E3FADB442D3424000000000E3361A3F000000000000000010387D10F33755C0F966A4AE4AD3424000000000E3361A3F00000000000000004EC11D5AF73755C0D49088264CD3424000000000E3361A3F0000000000000000CCC02CA4F83755C0CDC78EFD43D3424000000000E3361A3F0000000000000000","{A5341946-E0D7-48A3-B61F-1E04151AE969}","ATOKA",NULL,"In Service",826,"{546E83D5-606B-4FE7-ACCD-DF83C23FE661}","20 Parksville Cross Pike","Danville","Boyle",NULL,"KU","Central","KY","731","40422","{546E83D5-606B-4FE7-ACCD-DF83C23FE661}",NULL,"7191.298594566751","340.6060929176314","Structure Boundary","geo","0"
26,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000700000039591067D5FF54C0CE293743C962434000000000E3361A3F000000000000000090D87319D2FF54C0F9D2C3C1C962434000000000E3361A3F0000000000000000DF5F182DD2FF54C0F9A0B92ACD62434000000000E3361A3F0000000000000000838A9201D0FF54C08F2D527BCD62434000000000E3361A3F000000000000000082F0514AD0FF54C09333818ED562434000000000E3361A3F000000000000000035BD09F8D5FF54C05F1A84A5D462434000000000E3361A3F000000000000000039591067D5FF54C0CE293743C962434000000000E3361A3F0000000000000000","{B696A009-4351-4DA3-9E01-9366910EC4A8}","AUGUSTA",NULL,"In Service",827,"{7353F366-C96A-4C8C-A0EC-324FA5ECD4ED}","318 E  4th St.","Augusta","Bracken",NULL,"KU","Bluegrass","KY","773","41002","{7353F366-C96A-4C8C-A0EC-324FA5ECD4ED}",NULL,"11004.353218325929","449.74283907413707","Structure Boundary","geo","0"
28,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E610000001000000050000004A610B4AE8CA54C0BFB8B7486E70424000000000E3361A3F0000000000000000778FCDA3E6CA54C00AFF99A26C70424000000000E3361A3F00000000000000006EE28EA9E5CA54C0EAE5D3426F70424000000000E3361A3F0000000000000000EEAA872DE7CA54C010A72ADA7070424000000000E3361A3F00000000000000004A610B4AE8CA54C0BFB8B7486E70424000000000E3361A3F0000000000000000","{1A2897B3-1011-4BE3-A68A-61661ED69614}","BAILEY CREEK",NULL,"In Service",829,"{5624F4E4-CACC-485D-A8A9-A0EFC246D663}","Rail Coal Road","Evarts","Harlan",NULL,"KU","Mountain","KY","564","40208","{5624F4E4-CACC-485D-A8A9-A0EFC246D663}",NULL,"1150.9727842946186","135.76068798066805","Structure Boundary","geo","0"
31,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E610000001000000050000009F873465EC5D55C07DC1FF97ACEA424000000000E3361A3F00000000000000001A9017EEE55D55C0A6E2CF6FAAEA424000000000E3361A3F00000000000000009C5C1B45E45D55C0DBA2D7C6B7EA424000000000E3361A3F0000000000000000A5BD59DFEA5D55C0E8076101BAEA424000000000E3361A3F00000000000000009F873465EC5D55C07DC1FF97ACEA424000000000E3361A3F0000000000000000","{3FADE31E-7B17-4FD5-B336-D05F318F5820}","BARDSTOWN INDUSTRIAL",NULL,"In Service",832,"{7337AFCB-C813-4FF9-A0F0-C295E9DDEAA3}","900 Withrow Ct.","Bardstown","Nelson",NULL,"KU","Louisville","KY","593","40004","{7337AFCB-C813-4FF9-A0F0-C295E9DDEAA3}",NULL,"17800.966364390155","537.9544090824932","Structure Boundary","geo","0"
35,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000500000041409F63AFEF55C01860353B51B1424000000000E3361A3F000000000000000050DD7F3FACEF55C0CB618A3851B1424000000000E3361A3F0000000000000000C735EA47ACEF55C02478B6AC53B1424000000000E3361A3F00000000000000009C8C7465AFEF55C0BB5E449F53B1424000000000E3361A3F000000000000000041409F63AFEF55C01860353B51B1424000000000E3361A3F0000000000000000","{BB2E2B9D-3E1D-407F-B04F-F612F450A04A}","BARNHILL",NULL,"In Service",836,"{53415F21-9FEC-4921-B2FA-C5668F41737D}","Duncan Lane","Providence","Hopkins",NULL,"KU","Western","KY","851","42450","{53415F21-9FEC-4921-B2FA-C5668F41737D}",NULL,"1493.1701204628134","164.7866470717637","Structure Boundary","geo","0"
37,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E610000001000000050000003822949B765E55C0802968DCE6E6424000000000E3361A3F00000000000000004EF31EE9735E55C093904168E4E6424000000000E3361A3F0000000000000000B57A3CB5725E55C0FFF3B8D4E7E6424000000000E3361A3F00000000000000006395E04E755E55C0EE5CF834EAE6424000000000E3361A3F00000000000000003822949B765E55C0802968DCE6E6424000000000E3361A3F0000000000000000","{8FAA5FA0-F2C2-4B9A-BFF0-5867587E1E61}","BARTON",NULL,"In Service",838,"{13AC8783-33D4-4BCD-B0FA-E906F5F572F7}","497 Cathedral Manor","Bardstown","Nelson",NULL,"Foreign","Louisville","KY","828","400004","{13AC8783-33D4-4BCD-B0FA-E906F5F572F7}",NULL,"2348.602397383032","194.95722595384123","Structure Boundary","geo","0"
38,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E610000001000000050000006A8FD08D51AD54C0B253EED86A77424000000000E3361A3F000000000000000088C356104FAD54C018B564586C77424000000000E3361A3F000000000000000071F058FB4FAD54C0E5058B497077424000000000E3361A3F0000000000000000C0C8757C52AD54C07F99C0E16E77424000000000E3361A3F00000000000000006A8FD08D51AD54C0B253EED86A77424000000000E3361A3F0000000000000000","{6C25CC91-D844-4815-8505-0094EA65D1A4}","BEAR BRANCH",NULL,"In Service",839,"{A0BF3745-F327-4791-8573-EF42A4C1AAEE}","4679 Blackwood Industrial Park","Blackwood","Wise",NULL,"KU","Mountain","VA","380","24273","{A0BF3745-F327-4791-8573-EF42A4C1AAEE}",NULL,"2240.606114299641","189.3501253217986","Structure Boundary","geo","0"
39,"Electric Substation Boundary","Substation","Container","692006","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000A936953EECF054C06AC9BDBE46D0424000000000E3361A3F0000000000000000E97EF05AE8F054C0E50A6CA348D0424000000000E3361A3F0000000000000000804D9467E9F054C04B5701274ED0424000000000E3361A3F00000000000000001856EB7DEDF054C00D48B1734CD0424000000000E3361A3F0000000000000000A936953EECF054C06AC9BDBE46D0424000000000E3361A3F0000000000000000","{5F3D4AF4-C375-4B1F-B51E-C1C452DB5546}","BEAR TRACK",NULL,"In Service",840,"{3D9F05A4-6E54-4CD3-932D-0FD7911BDD8C}","7722 Highway 52 W","Beattyville","Lee",NULL,"KU","Mountain","KY","140","41311","{3D9F05A4-6E54-4CD3-932D-0FD7911BDD8C}",NULL,"4799.897167137852","277.7152987633645","Structure Boundary","geo","0"
44,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000AC5C4BBAC5B855C0D2E857878FB3424000000000E3361A3F0000000000000000F96481FBBBB855C07807366092B3424000000000E3361A3F000000000000000035CC61BBBCB855C0D0A069A79BB3424000000000E3361A3F0000000000000000CC36A672C6B855C04246E4A598B3424000000000E3361A3F0000000000000000AC5C4BBAC5B855C0D2E857878FB3424000000000E3361A3F0000000000000000","{CCFA6D23-4B1D-4BC9-86B8-34E152FF95F3}","BEAVER DAM",NULL,"In Service",845,"{0958CDE9-24D5-4338-B6EA-1FEC949C4D5C}","310 Ridgecrest Dr","Beaver Dam","Ohio",NULL,"KU","Western","KY","467","42320","{0958CDE9-24D5-4338-B6EA-1FEC949C4D5C}",NULL,"18056.178693768295","557.1784492114948","Structure Boundary","geo","0"
45,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000500000038E10E92B0B855C038A7F88AB5B5424000000000E3361A3F00000000000000006C0A88FFAAB855C05E55C3F7B4B5424000000000E3361A3F0000000000000000536267B5AAB855C0311C60CCBDB5424000000000E3361A3F0000000000000000A3F3F122B0B855C004370126BEB5424000000000E3361A3F000000000000000038E10E92B0B855C038A7F88AB5B5424000000000E3361A3F0000000000000000","{6A492B79-9B5C-45DE-BB25-E4870C0D53F9}","BEAVER DAM NORTH",NULL,"In Service",846,"{FBD819F0-4C3D-4F90-9EE4-CD634FEBB568}","129 Raines Ave","Beaver Dam","Ohio",NULL,"KU","Western","KY","641","42320","{FBD819F0-4C3D-4F90-9EE4-CD634FEBB568}",NULL,"9476.702297918604","389.4458146579084","Structure Boundary","geo","0"
46,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000006000000D07DBD8B8F5355C0BE4C01661C4D434000000000E3361A3F0000000000000000FEF10E698B5355C0FA7065FA0B4D434000000000E3361A3F00000000000000004C2D5ECD815355C0C2B19317124D434000000000E3361A3F0000000000000000E688D7D0845355C07F7958461D4D434000000000E3361A3F00000000000000002A6036B5885355C08F67732C204D434000000000E3361A3F0000000000000000D07DBD8B8F5355C0BE4C01661C4D434000000000E3361A3F0000000000000000","{7D6AAC98-8C79-4A96-89F5-A34DA2BB6EEE}","BEDFORD",NULL,"In Service",847,"{78FCF57E-FC3F-47B7-A19C-5018462A0F98}","660 Cutshaw Lane","Bedford","Trimble",NULL,"KU","Bluegrass","KY","N81","40006","{78FCF57E-FC3F-47B7-A19C-5018462A0F98}",NULL,"32976.87649612897","713.6207487149047","Structure Boundary","geo","0"
47,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E610000001000000050000002112C08E93C355C0787C5F63DA96424000000000E3361A3F00000000000000004614526290C355C0B8BDBB77DC96424000000000E3361A3F0000000000000000AF90C2B791C355C09C6E1842E296424000000000E3361A3F0000000000000000AC24682095C355C0C07CF40BE096424000000000E3361A3F00000000000000002112C08E93C355C0787C5F63DA96424000000000E3361A3F0000000000000000","{6BE96143-61D2-4D7A-97BF-ABA0C665F7BC}","BEECH CREEK NO. 1",NULL,"In Service",848,"{74FA13E1-8FBD-49AD-94B0-BB9C18020B8D}","169 Beech Creek Browder Rd","Beechmont","Muhlenberg",NULL,"KU","Western","KY","468","42323","{74FA13E1-8FBD-49AD-94B0-BB9C18020B8D}",NULL,"4337.8366351878485","263.7461817385957","Structure Boundary","geo","0"
5574,"Electric Substation Boundary","Substation","None","Unknown","12/01/2021","N114842@LGEADINT","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000CA0BD666D87A55C08ED0B4941C01434000000000E3361A3F000000000000000033B85BA1D77A55C02E0EFC681101434000000000E3361A3F00000000000000009F01303DD47A55C0B9CB1AFF1101434000000000E3361A3F0000000000000000A951A902D57A55C0D0BAD32A1D01434000000000E3361A3F0000000000000000CA0BD666D87A55C08ED0B4941C01434000000000E3361A3F0000000000000000","{17745CBB-4457-443F-B17E-105BE74C973F}","POND CREEK",NULL,"In Service",NULL,"{5B227618-7D3C-4C5C-A52A-3286B0D6BF4B}",NULL,"West Point","Hardin",NULL,"Unknown",NULL,"KY",NULL,"40177",NULL,NULL,"7490.966013034534","369.72238858052066","Structure Boundary","geo","0"
48,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000500000068516C724BC255C0A7708452F095424000000000E3361A3F0000000000000000343665EA46C255C03F0AA1F7EF95424000000000E3361A3F00000000000000006570AC9746C255C0668083C6F695424000000000E3361A3F0000000000000000358AC6194BC255C0D6327172F795424000000000E3361A3F000000000000000068516C724BC255C0A7708452F095424000000000E3361A3F0000000000000000","{B4220340-C8A0-45AF-9652-0E5717B2C876}","BEECHMONT",NULL,"In Service",849,"{26FBC5E8-78E3-49F9-8C68-E65B4D74C5B1}","3660 Merle Travis Hwy","Beechmont","Muhlenberg",NULL,"KU","Western","KY","643","42323","{26FBC5E8-78E3-49F9-8C68-E65B4D74C5B1}",NULL,"6255.885134329705","316.47307795021857","Structure Boundary","geo","0"
4365,"Electric Substation Boundary","Substation","None","Unknown","11/30/2021","N114842@LGEADINT","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000AFE13C885F2E55C085176B0C39EA424000000000E3361A3F00000000000000001A03A301672E55C0828B1BE03AEA424000000000E3361A3F000000000000000093947E86672E55C064CA558835EA424000000000E3361A3F0000000000000000657D190D602E55C07288A7B433EA424000000000E3361A3F0000000000000000AFE13C885F2E55C085176B0C39EA424000000000E3361A3F0000000000000000","{7CC937C4-51FE-42A8-86C2-78A1BA4B39B9}","LOCK 7 HYDRO",NULL,"In Service",NULL,"{80A1594B-9FA4-44BF-80FC-25DD7BF32C2B}",NULL,"Wilmore","Jessamine",NULL,NULL,NULL,"KY",NULL,"40390",NULL,NULL,"8007.49818323896","386.74552711605577","Structure Boundary","geo","0"
49,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E61000000100000005000000EAE9346735E555C05CBC2A0F24AC424000000000E3361A3F0000000000000000C13862BA30E555C00BFA555724AC424000000000E3361A3F0000000000000000EB5061F730E555C0F2C2244B29AC424000000000E3361A3F00000000000000004FBA196C35E555C067DB7A0D29AC424000000000E3361A3F0000000000000000EAE9346735E555C05CBC2A0F24AC424000000000E3361A3F0000000000000000","{B9B37A1E-C9F3-4191-B597-F49C2FEE516D}","BELL AND ZOLLER",NULL,"In Service",850,"{4C68755A-2C0C-40BF-822F-7D9307212923}",NULL,NULL,NULL,NULL,"KU","Western",NULL,NULL,"0","{4C68755A-2C0C-40BF-822F-7D9307212923}",NULL,"4482.5838927587265","272.7871997633348","Structure Boundary","geo","0"
50,"Electric Substation Boundary","Substation","None","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000500000047BBADEC4A2055C0B38FFE658109434000000000E3361A3F0000000000000000BCC888AE452055C07FD6DCA48309434000000000E3361A3F00000000000000006DB120F0462055C08C9C1D868B09434000000000E3361A3F000000000000000093238C494C2055C0E2E2752B8909434000000000E3361A3F000000000000000047BBADEC4A2055C0B38FFE658109434000000000E3361A3F0000000000000000","{31D19FA8-A201-49BD-88B1-B14F3E15CF35}","BELTLINE",NULL,"In Service",851,"{4980AAF1-6852-4DB6-91A6-E0E9030302B4}","1090 W New Circle Rd","Lexington","Fayette",NULL,"KU","Bluegrass","KY","523","40511","{4980AAF1-6852-4DB6-91A6-E0E9030302B4}",NULL,"8679.305918619066","372.9023473263249","Structure Boundary","geo","0"
51,"Electric Substation Boundary","Substation","Container","Unknown","01/14/2020","ELECTRIC","03/03/2023","E030714@LGEADINT","01030000E0E6100000010000000600000053586EFFAFBC54C06BCA400D1E7B424000000000E3361A3F00000000000000002DDE379AACBC54C0BE57B036177B424000000000E3361A3F0000000000000000BAC6D8A8A7BC54C05D4D87BD1D7B424000000000E3361A3F00000000000000006BF4B0CEA9BC54C035040439237B424000000000E3361A3F0000000000000000B4FCAA4BAEBC54C090566322247B424000000000E3361A3F000000000000000053586EFFAFBC54C06BCA400D1E7B424000000000E3361A3F0000000000000000","{BF0BEB98-27EF-4558-BEB7-20FF95DA625C}","BENHAM",NULL,"In Service",852,"{60E45694-EE90-4FD9-95AE-8F68D6E11F00}",NULL,"Benham","Harlan",NULL,"KU","Mountain","KY","493","40807","{60E45694-EE90-4FD9-95AE-8F68D6E11F00}",NULL,"12866.33527798457","438.0394995193838","Structure Boundary","geo","0"
