structureguid
F579EF0B-A0F5-4E94-B446-14E593768CDB
741FFD5B-3A4F-484C-99E6-E0BF6BCE981D
6F1C0B38-0412-4107-8398-A79BA82D84B5
BE654818-66E7-4B09-BCF6-479C650A56B7
AC8940BE-34FF-49C8-A5E8-CCB491C4554B
4ECF311F-0346-4EA2-9D82-B9EFBAD764AF
A1CB4C91-2E89-4920-9CAC-74B4C23FB943
F94BC483-41D4-4857-9B25-E94E18473EFE
F48D2A8A-9FEB-42AB-B6E2-DDDF056FFFEA
07480651-1907-4FD7-AD62-3371DF4A0AF1
1B29BB40-29EC-4A6E-B6AC-8F51ED970EDF
26878DD4-C979-4B2C-8A3A-F19D66F93331
5C65223A-EE4F-4CB5-B15A-D686AB496D69
5DE5601C-6B16-4BC0-9700-CEF2E7B31EB6
831F79D7-49B7-4900-8C6F-24A31389A1C5
EF4BAC7C-91A8-485C-A167-5DDCC56A5E6B
5D77BE9F-E0EF-4C0D-9362-06912E3B26B6
65AD4DDF-820D-42B3-B9FB-FACE9BF13887
DBF15DE0-2CDE-4954-BEC7-EBB49FB1CF6F
F7C160E0-3A25-468E-A876-AFA88DB9739F
E044F652-D98E-491F-A3C9-9CF69DC95FB9
513B6224-20E8-4B9B-AD1E-802D818A1906
9CE25C05-3E86-45CA-935C-3E8A5E4C1B21
1295423F-0A9E-4DEE-943E-645F76F55CCF
9AD99CED-D4D4-4BE2-9B64-D9159FB171F7
28E05430-F417-4B84-AA38-E7F2D8D119DF
E91D0A3E-1C7A-4D47-9657-130608D8F577
85869124-B719-4488-BB3A-825F72650A00
BD84E8E3-837F-4A0B-A24A-1EA53E51FC26
669FC27D-C074-4C93-A6E4-9FC3801169F2
AD9FE2BE-FB77-4C87-82BE-8498C86467F3
20A9276E-B0A5-402F-AFEF-69D14EAF3793
A1339372-5777-438A-BAB1-48C435F6597F
97269535-BE74-407B-80C9-C4F4D636DE95
00AA9DA5-1756-400C-879C-0CFD62AE5570
BA398603-318C-4833-997D-D07C0CF3BB42
1CAF9003-142C-4555-9F0A-53A60A4F3437
A1E3CA59-0D1E-4C64-9B31-69C567219D9F
8A322F77-3E9B-40A8-AC53-98B3C41A5A47
AFBA0636-68B3-4B1E-80E4-1DB6CBF688A0
098247B6-E757-423B-A64C-CBBAD319FF93
5BE112C5-D6AF-4DC1-8246-DA80217FC115
061D5939-CE04-4CB2-B66B-B1496D6D9C5F
4848F601-7C11-41EE-9910-69D6DAEE1D82
7B0CFBE6-415B-4B58-BF48-1C36384A49B7
B43BC8B9-98B6-4B0F-97C5-3D4B1137D382
D35E0201-2F1F-464E-AF7E-3CEE6BBE0AEA
72DB2999-ACC3-455A-9AA2-39F39C2221B8
D19D5366-AC53-4CE1-8AC1-AD5A4DB6AFA0
DE27F0DE-F681-46D2-BDF9-B11549DF6D2A
6E7D3EE1-9E65-469F-BBAD-6F3D1CD15597
C6F14413-0A56-448B-A106-13D14DE427C5
48FA4AAF-8247-4D99-8ABA-C2759676DC17
46BE6429-03E0-434F-AC52-0E893E6AE029
20F6B9B1-1352-4D4F-B9A3-55357BC9AF4B
0BB8BD2C-EF16-4607-A9C7-D1E712E6D912
70DFDE07-F562-40F6-88DB-C16ED1411AA9
605974D0-AE00-4ED1-AACC-1E6EB74A1EFB
7A4B89DB-BC37-48FB-8B69-151D6D7B456D
AE93918A-3AEC-42D2-A7E5-943E894533C6
28619065-5AE7-4168-9C5C-622F5BABC09B
C58A4E4C-8073-4CCF-97AA-D6F7C58C16FB
06772032-0385-4D00-AF54-FD1383056973
8CE40D7B-D3F0-4B1E-AD87-4DDBF07A1BB3
12D17D0E-C0D6-4F8D-A73A-B1EB7B9414AC
A6EE2075-07AE-46D3-B9C4-272E620F4B84
D27B6ECA-0212-45C4-B94E-9C9A46859339
80BFED83-869B-4AC7-8AF4-36C2C98EC0BD
9E3B1F41-FA46-4672-A30C-37CE70DEE5FE
0544AD5C-C163-4E37-9F3F-24C036A31EC7
390C2AB9-346D-487F-BAB1-5B3906AB152D
380A5AB5-6F7C-434D-AA95-9A9C4E2A99EA
E91D0A3E-1C7A-4D47-9657-130608D8F577
56D9A6EC-C75C-43D1-A149-845269EAE90B
E1AD9068-5503-4B65-B663-097A94166933
A95AE480-A650-4025-AA73-AE600A14C065
60DC5E0B-AF06-4792-860B-27FF080F8AA5
A2591649-C3FB-4285-80B1-05CAE9730A5C
61832532-0659-4BF1-98C1-0BB3C6E33EC0
1BD6C57F-A82A-4A36-93B2-B136854D1238
78EC5D5E-FE90-467D-9FD3-D3585526B1E4
EDAF5384-D960-4860-9349-57361F5331AF
FBA55195-B88D-43D7-B3BE-C11C845F29E6
E5F8D99A-B895-4939-BB49-6300D6685401
FD4ACBF5-0E8C-4D49-846C-98F8A120DA87
20A480F9-99E7-44C3-90F1-F7A044C9268E
0C5D32EA-49B6-4A56-B65B-3FA5CC652DB3
BBA2369C-6D66-43D9-9BC5-51AD52437189
E821FD8B-1C62-464F-A05F-783DA6DC646B
BDFA2B98-8E1D-47B7-8B4D-85F788AA0D14
8080034E-45E7-41A1-834B-6CE3040D76F9
C2370A96-0701-4D40-8486-FC190007A787
3C507869-4A30-4E5B-BFE9-42BADD6A8590
7107579A-5709-445A-A850-0669CDAB4911
1E66425F-EAF8-4F0B-B2D7-3CD750FDDB7E
F65F3F12-D579-448B-B41C-ABE22DB0BD7C
4AC0C063-767E-4DD9-B61B-C8529F1ABEFB
07C372D4-D59E-4F32-AE18-D299B6BFF728
6406017E-2738-4033-8477-F2C7C5DFBA4F
C5242486-BFBF-4F4E-B7FB-24A03F1395B6
C0B1C9DC-CE6A-4DCB-9705-B96DD37A904C
6E5ABAD8-B59B-4BA2-A0AD-0A9F9DECF32B
7B177A9E-9AD3-41D5-95A6-498DE40EFC95
DED79E1C-3EAF-4E09-AAB0-330BB5B3379C
11C7D09F-0AD6-487E-87EE-B25E5B0F6C7A
D9A7EDB6-7C9F-4C14-A1C8-E4095ABDE734
C3D78435-246D-4837-9242-32D74330D8E3
1619C5E4-3828-46F1-9DBE-CD59BE9BBD4B
4A7BBA0D-B24B-4F53-AB27-EE0C2321C499
38E10AB8-A89F-4ED9-B110-0E92408E1381
8398C02E-A9E6-48C7-AC94-0E8AFAFC8CCD
060BB83B-DDAF-4882-A741-11A2FD641384
957D264B-3286-4B3C-81E7-5B2C08E41312
C326FAC1-4197-4C50-8410-00E45910B19E
684FC7A8-812F-480C-A15B-0461B43E467D
8B2817F5-90DD-46E4-BF19-0BF921D6CABB
49562194-B77B-4072-AD46-3BA968AF5D11
9FF9291B-1DF7-4E8B-8C05-5A3BB55C81BB
DF9FDB5D-6903-46FB-B282-1E108849FCD3
EA56A685-9D9A-470E-A935-70F778A123D6
572FE4D7-A775-407C-98F4-48469199BE77
14DC1F12-567C-4944-835F-A1FD1A287FF2
22834387-75AE-4265-9433-AF35A283BE06
C74D5186-E129-4ED0-95C6-053862AFFADD
3973204F-049F-4563-AA9F-A00BC335CD4F
66653A71-A784-40D2-A971-BF3E684E23DB
2E56ABAF-AF14-457C-9F34-E99BE65F36DC
F579EF0B-A0F5-4E94-B446-14E593768CDB
C044F440-56AE-4828-964A-B02C3184AC8F
27ABF5E2-6577-4873-8131-0C17ED7EFB64
D432B039-F464-4B15-BC10-DA54BEC840FC
D9879E24-09FA-42C1-8A57-CC3D8F25154E
A7386D29-2CB8-4C62-9521-FC3DADF9E4C6
9EDED801-B517-4F33-80AC-F6031D051C92
03480B5A-96BA-4AF0-BA5B-768F9414536D
CEDDD74F-761C-4A12-A9D8-857FD60FA42D
B317EF41-AA42-4799-8513-F94317B90C71
481D9D9C-6614-4312-BB8F-30ED619F451C
78EB56BA-6E3C-431F-BB13-7D5FFD7A56D0
6A86E6F4-A9E9-4555-B23B-6D4E4A21B420
2A492B14-C28C-4963-B818-69F0AA5B0B73
70F7C3E3-D892-43B6-856E-AD5423698B99
261C23D3-5A83-4054-B562-B9E4A47BD423
5A41DE75-3FCE-406F-B132-7C6199EF2273
594A75CB-D036-456C-8C12-9E24D5DE7956
CF320925-E12A-4138-AF85-660BA87561AE
8BD2A03D-4406-4E2C-BCB0-2A75EA990159
7C2ABD30-BF29-4424-A61E-DB1E9128C167
09A4C34B-90C4-466A-B6FE-50D5CD70E4E4
9FDF928B-CECC-4705-94E1-3E04526A0D73
D02DB680-0242-49BD-BEBB-4264035C5CB3
F88FE04B-D62A-49FF-AA40-48F6280FFF5D
BEABFFCC-AEA5-4C29-8075-ECE0784509A5
97E68B69-BCE2-4D92-9A49-B3D8625DD0EC
56530CE2-D26B-4497-83D5-358DF6893021
79A7945A-4557-4C26-8765-650AA75C6147
5ED48609-BD5F-44F4-B427-38AC617573C0
EDD97C4A-22A3-4A4F-8C7D-9B209B027314
C3CDE28F-6445-4C3D-B089-C0AD1A787637
E3012307-832B-4884-827C-4863B33DE7F2
AAE978A4-53F7-491A-BE53-4E0E73E6955C
477F7FB7-C3C2-4004-8957-613E3E000C9C
E34A2BDD-FDE4-4B08-A4B3-05CDF75793D1
A85C4DD5-1A3A-4818-9998-41F186CBD348
A407E889-91C4-46EA-8691-935343C5A6EA
3984B444-E9F3-4E71-AF0D-CA0E2D9A651B
F517C28B-D449-4A32-B127-4C3EFA0A8ADB
CA0F36CB-4410-4F45-93D7-6F6DC9E589F1
B8B6E9EB-41B6-4135-9338-E5241E3A9498
A40EC927-AA32-4F38-96C1-FCEB5CE456CF
DD9724BC-E74A-4B7B-8A1B-D2DEDA31C9E8
DB760888-9D11-4305-BA23-1FBF0397BB53
E4100298-0DF7-4104-9C4C-81F630EE21ED
