Structure_ID,Structure_Number,Line_Name,Number_of_Circuits,Structure_Status,Structure_Owner,Old_Primary_Circuit_ID,Structure_Comments,Structure_Global_ID,Structure_Object_ID,Inspection_Date,Inspection_Comments,Inspection_Attribute_Name,Inspection_Status,WorkOrder_Name,WorkOrder_Status,WorkOrder_Due_Date,WorkOrder_Created_By,WorkOrder_Assigned_Date,WorkOrder_Assigned_To
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.8340436,,STATIC,GOOD,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B3F038F3-8245-49A2-A278-00114EDC0243,051,MIDDLESBORO 127 (644) - MIDDLESBORO 780,,,KU,012503A0,,D8607898-CF5B-42AC-9247-D8AF00F27452,40327,2017-01-20 13:51:28.0622904,,ANCHOR,GOOD,middlesboro 1 and 2,Completed,2017-02-01 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-01-17 00:00:00.0000000,57381FD7-A17B-425A-A94C-7C48E08D6BB5
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),,,KU,009804A0,,FE2C0643-B88C-4625-AA21-FCA21EC09844,11564,2020-06-17 21:22:16.6399797,,CONDITION ABOVE GROUNDLINE : R-Pole,GOOD,ohio indian hill,Completed,,,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
79DAC664-06AC-4A79-BF8F-000E81B82E01,007,BOND 158 (604) - DORCHESTER 072 (624),,,ODP,007403AA,,88D0BEC1-26EA-4094-8EED-2F68042138BD,6295,2021-01-27 16:21:58.6919001,,BRACING,GOOD,Bond-Dorchester PR,Completed,,,2020-12-30 13:42:18.3770000,F13A17B1-E804-4618-851F-901D79826778
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:59.0260415,,ENCROACHMENTS,GOOD,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),,,KU,009804A0,,FE2C0643-B88C-4625-AA21-FCA21EC09844,11564,2020-06-17 21:22:16.9220116,,BONDING,GOOD,ohio indian hill,Completed,,,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
79DAC664-06AC-4A79-BF8F-000E81B82E01,007,BOND 158 (604) - DORCHESTER 072 (624),,,ODP,007403AA,,88D0BEC1-26EA-4094-8EED-2F68042138BD,6295,2021-01-27 16:21:58.7269040,,STATIC,GOOD,Bond-Dorchester PR,Completed,,,2020-12-30 13:42:18.3770000,F13A17B1-E804-4618-851F-901D79826778
B3F038F3-8245-49A2-A278-00114EDC0243,051,MIDDLESBORO 127 (644) - MIDDLESBORO 780,,,KU,012503A0,,D8607898-CF5B-42AC-9247-D8AF00F27452,40327,2017-01-20 13:51:30.8645552,Has distributoin transformer bank leaning toward str. it is unsafe to climb.,ENCROACHMENTS,NEEDS REPAIR,middlesboro 1 and 2,Completed,2017-02-01 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-01-17 00:00:00.0000000,57381FD7-A17B-425A-A94C-7C48E08D6BB5
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),,,KU,009804A0,,FE2C0643-B88C-4625-AA21-FCA21EC09844,11564,2020-06-17 21:22:16.5959750,,CONDITION ABOVE GROUNDLINE : L-Pole,GOOD,ohio indian hill,Completed,,,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
B3F038F3-8245-49A2-A278-00114EDC0243,051,MIDDLESBORO 127 (644) - MIDDLESBORO 780,,,KU,012503A0,,D8607898-CF5B-42AC-9247-D8AF00F27452,40327,2017-01-20 13:51:30.4575129,,RIGHT OF WAY,GOOD,middlesboro 1 and 2,Completed,2017-02-01 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-01-17 00:00:00.0000000,57381FD7-A17B-425A-A94C-7C48E08D6BB5
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.4550017,,STRUCTURE APPEARANCE,GOOD,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B3F038F3-8245-49A2-A278-00114EDC0243,051,MIDDLESBORO 127 (644) - MIDDLESBORO 780,,,KU,012503A0,,D8607898-CF5B-42AC-9247-D8AF00F27452,40327,2017-01-20 13:51:29.2584007,,CONDUCTOR,GOOD,middlesboro 1 and 2,Completed,2017-02-01 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-01-17 00:00:00.0000000,57381FD7-A17B-425A-A94C-7C48E08D6BB5
B3F038F3-8245-49A2-A278-00114EDC0243,051,MIDDLESBORO 127 (644) - MIDDLESBORO 780,,,KU,012503A0,,D8607898-CF5B-42AC-9247-D8AF00F27452,40327,2017-01-20 13:51:25.2550479,,GROUNDLINE : C-Pole,GOOD,middlesboro 1 and 2,Completed,2017-02-01 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-01-17 00:00:00.0000000,57381FD7-A17B-425A-A94C-7C48E08D6BB5
212CB161-51E0-41C5-936B-000C30FEA131,367,LEBANON 043 (704) - BONNIEVILLE 064 (714),1,,KU,,,79536E51-37D8-4998-BF7E-8B1CB06E96A2,189556,,,,,,,,,,
212CB161-51E0-41C5-936B-000C30FEA131,367,LEBANON 043 (704) - BONNIEVILLE 064 (714),1,In Service,KU,,,79536E51-37D8-4998-BF7E-8B1CB06E96A2,189556,,,,,,,,,,
79DAC664-06AC-4A79-BF8F-000E81B82E01,007,BOND 158 (604) - DORCHESTER 072 (624),,,ODP,007403AA,,88D0BEC1-26EA-4094-8EED-2F68042138BD,6295,2021-01-27 16:21:58.6568960,Replaced structure with steel poles and steel arms ,CONDITION ABOVE GROUNDLINE : R-Pole,GOOD,Bond-Dorchester PR,Completed,,,2020-12-30 13:42:18.3770000,F13A17B1-E804-4618-851F-901D79826778
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.6870267,,DOWN GUY STUB POLE,GOOD,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.5760150,,WOODPECKER HOLES : C-Pole,GOOD,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B3F038F3-8245-49A2-A278-00114EDC0243,051,MIDDLESBORO 127 (644) - MIDDLESBORO 780,,,KU,012503A0,,D8607898-CF5B-42AC-9247-D8AF00F27452,40327,2017-01-20 13:51:26.8602038,,DOWN GUY,GOOD,middlesboro 1 and 2,Completed,2017-02-01 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-01-17 00:00:00.0000000,57381FD7-A17B-425A-A94C-7C48E08D6BB5
B3F038F3-8245-49A2-A278-00114EDC0243,051,MIDDLESBORO 127 (644) - MIDDLESBORO 780,,,KU,012503A0,,D8607898-CF5B-42AC-9247-D8AF00F27452,40327,2017-01-20 13:51:29.6604481,,INSULATOR,GOOD,middlesboro 1 and 2,Completed,2017-02-01 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-01-17 00:00:00.0000000,57381FD7-A17B-425A-A94C-7C48E08D6BB5
C768168B-81B7-44DD-9FD0-000220257438,61-203,DORCHESTER 072 (804) - POCKET NORTH 203 (814),1,,ODP,,,122E5B68-7147-4BF0-BB8F-41F63574D07F,401865,2019-05-06 00:00:00.0000000,Guy Gaurds Missing,DOWN GUY,NEEDS REPAIR,DORCHESTER 072 (804) - PO 2019,Completed,,B2664175-236C-4915-B607-28E916C1F58F,2019-05-06 00:00:00.0000000,B2664175-236C-4915-B607-28E916C1F58F
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.9520327,,CROSSARMS,GOOD,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.6500233,,DOWN GUY,GOOD,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),,,KU,009804A0,,FE2C0643-B88C-4625-AA21-FCA21EC09844,11564,2020-06-17 21:22:16.7749865,,BRACING,GOOD,ohio indian hill,Completed,,,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
B3F038F3-8245-49A2-A278-00114EDC0243,051,MIDDLESBORO 127 (644) - MIDDLESBORO 780,,,KU,012503A0,,D8607898-CF5B-42AC-9247-D8AF00F27452,40327,2017-01-20 13:51:28.8533785,,STATIC,GOOD,middlesboro 1 and 2,Completed,2017-02-01 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-01-17 00:00:00.0000000,57381FD7-A17B-425A-A94C-7C48E08D6BB5
B3F038F3-8245-49A2-A278-00114EDC0243,051,MIDDLESBORO 127 (644) - MIDDLESBORO 780,,,KU,012503A0,,D8607898-CF5B-42AC-9247-D8AF00F27452,40327,2017-01-20 13:51:25.6510927,,CONDITION ABOVE GROUNDLINE : C-Pole,GOOD,middlesboro 1 and 2,Completed,2017-02-01 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-01-17 00:00:00.0000000,57381FD7-A17B-425A-A94C-7C48E08D6BB5
79DAC664-06AC-4A79-BF8F-000E81B82E01,007,BOND 158 (604) - DORCHESTER 072 (624),,,ODP,007403AA,,88D0BEC1-26EA-4094-8EED-2F68042138BD,6295,2021-01-27 16:21:58.8329163,,CROSSARMS,GOOD,Bond-Dorchester PR,Completed,,,2020-12-30 13:42:18.3770000,F13A17B1-E804-4618-851F-901D79826778
B3F038F3-8245-49A2-A278-00114EDC0243,051,MIDDLESBORO 127 (644) - MIDDLESBORO 780,,,KU,012503A0,,D8607898-CF5B-42AC-9247-D8AF00F27452,40327,2017-01-20 13:51:27.6582688,,BONDING,GOOD,middlesboro 1 and 2,Completed,2017-02-01 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-01-17 00:00:00.0000000,57381FD7-A17B-425A-A94C-7C48E08D6BB5
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),,,KU,009804A0,,FE2C0643-B88C-4625-AA21-FCA21EC09844,11564,2020-06-17 21:22:17.2100434,,RIGHT OF WAY,GOOD,ohio indian hill,Completed,,,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012-358,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.7230307,,BONDING,GOOD,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),,,KU,009804A0,,FE2C0643-B88C-4625-AA21-FCA21EC09844,11564,2020-06-17 21:22:17.1690386,,CROSSARMS,GOOD,ohio indian hill,Completed,,,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.5400009,Top of Pole is Bad,CONDITION ABOVE GROUNDLINE : C-Pole,REJECT,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.7600356,,ANCHOR,GOOD,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B3F038F3-8245-49A2-A278-00114EDC0243,051,MIDDLESBORO 127 (644) - MIDDLESBORO 780,,,KU,012503A0,,D8607898-CF5B-42AC-9247-D8AF00F27452,40327,2017-01-20 13:51:28.4613348,,ANCHOR STUB POLE,GOOD,middlesboro 1 and 2,Completed,2017-02-01 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-01-17 00:00:00.0000000,57381FD7-A17B-425A-A94C-7C48E08D6BB5
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012-358,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.8720474,,CONDUCTOR,GOOD,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.9900360,,RIGHT OF WAY,GOOD,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),,,KU,009804A0,,FE2C0643-B88C-4625-AA21-FCA21EC09844,11564,2020-06-17 21:22:17.0040207,,ANCHOR STUB POLE,GOOD,ohio indian hill,Completed,,,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
15E6D356-49D9-4067-98E4-00049FD3622E,243,WEST LEXINGTON 154 (905) - GHENT 165 (912-914),1,,KU,004403A0,,DEBE3E49-1C86-4FE9-B924-8EB3D4486127,33239,2019-09-10 19:53:34.5218129,,OTHER: Leg 2,GOOD,345 west lex ghent,Completed,2019-10-31 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2019-09-03 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B3F038F3-8245-49A2-A278-00114EDC0243,051,MIDDLESBORO 127 (644) - MIDDLESBORO 780,,,KU,012503A0,,D8607898-CF5B-42AC-9247-D8AF00F27452,40327,2017-01-20 13:51:24.8520277,,STRUCTURE APPEARANCE,GOOD,middlesboro 1 and 2,Completed,2017-02-01 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-01-17 00:00:00.0000000,57381FD7-A17B-425A-A94C-7C48E08D6BB5
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),,,KU,009804A0,,FE2C0643-B88C-4625-AA21-FCA21EC09844,11564,2020-06-17 21:22:17.1290339,,INSULATOR,GOOD,ohio indian hill,Completed,,,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
79DAC664-06AC-4A79-BF8F-000E81B82E01,007,BOND 158 (604) - DORCHESTER 072 (624),,,ODP,007403AA,,88D0BEC1-26EA-4094-8EED-2F68042138BD,6295,2021-01-27 16:21:58.5458843,,STRUCTURE APPEARANCE,GOOD,Bond-Dorchester PR,Completed,,,2020-12-30 13:42:18.3770000,F13A17B1-E804-4618-851F-901D79826778
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012-358,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.7970394,,ANCHOR STUB POLE,GOOD,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.6130188,,BRACING,GOOD,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012-358,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.8340436,,STATIC,GOOD,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B3F038F3-8245-49A2-A278-00114EDC0243,051,MIDDLESBORO 127 (644) - MIDDLESBORO 780,,,KU,012503A0,,D8607898-CF5B-42AC-9247-D8AF00F27452,40327,2017-01-20 13:51:26.4641395,,BRACING,GOOD,middlesboro 1 and 2,Completed,2017-02-01 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-01-17 00:00:00.0000000,57381FD7-A17B-425A-A94C-7C48E08D6BB5
C768168B-81B7-44DD-9FD0-000220257438,61-203,DORCHESTER 072 (804) - POCKET NORTH 203 (814),1,,ODP,,,122E5B68-7147-4BF0-BB8F-41F63574D07F,401865,2018-02-28 01:54:01.3965560,,ANCHOR,GOOD,imboden dorchester part 2,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2018-02-19 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
C768168B-81B7-44DD-9FD0-000220257438,61-203,DORCHESTER 072 (804) - POCKET NORTH 203 (814),1,,ODP,,,122E5B68-7147-4BF0-BB8F-41F63574D07F,401865,2018-02-28 01:54:00.5074850,,STRUCTURE APPEARANCE,GOOD,imboden dorchester part 2,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2018-02-19 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),,,KU,009804A0,,FE2C0643-B88C-4625-AA21-FCA21EC09844,11564,2020-06-17 21:22:16.6829868,Woodpecker Holes,WOODPECKER HOLES : L-Pole,NEEDS REPAIR,ohio indian hill,Completed,,,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
79DAC664-06AC-4A79-BF8F-000E81B82E01,007,BOND 158 (604) - DORCHESTER 072 (624),,,ODP,007403AA,,88D0BEC1-26EA-4094-8EED-2F68042138BD,6295,2021-01-27 16:21:58.6208920,"Replaced structure with steel poles and steel arms 
",CONDITION ABOVE GROUNDLINE : L-Pole,REPLACED,Bond-Dorchester PR,Completed,,,2020-12-30 13:42:18.3770000,F13A17B1-E804-4618-851F-901D79826778
C768168B-81B7-44DD-9FD0-000220257438,61-203,DORCHESTER 072 (804) - POCKET NORTH 203 (814),1,,ODP,,,122E5B68-7147-4BF0-BB8F-41F63574D07F,401865,2018-02-28 01:54:00.8515183,,GROUNDLINE : L-Pole,GOOD,imboden dorchester part 2,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2018-02-19 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),,,KU,009804A0,,FE2C0643-B88C-4625-AA21-FCA21EC09844,11564,2020-06-17 21:22:17.0450259,,STATIC,GOOD,ohio indian hill,Completed,,,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
C768168B-81B7-44DD-9FD0-000220257438,61-203,DORCHESTER 072 (804) - POCKET NORTH 203 (814),1,,ODP,,,122E5B68-7147-4BF0-BB8F-41F63574D07F,401865,2018-02-28 01:54:01.5275700,,CONDUCTOR,GOOD,imboden dorchester part 2,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2018-02-19 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),,,KU,009804A0,,FE2C0643-B88C-4625-AA21-FCA21EC09844,11564,2020-06-17 21:22:16.5529704,,GROUNDLINE : R-Pole,GOOD,ohio indian hill,Completed,,,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
15E6D356-49D9-4067-98E4-00049FD3622E,243,WEST LEXINGTON 154 (905) - GHENT 165 (912-914),1,,KU,004403A0,,DEBE3E49-1C86-4FE9-B924-8EB3D4486127,33239,2019-09-10 19:53:33.4196998,,DIAGONAL: Leg 2,GOOD,345 west lex ghent,Completed,2019-10-31 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2019-09-03 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),,,KU,009804A0,,FE2C0643-B88C-4625-AA21-FCA21EC09844,11564,2020-06-17 21:22:16.5119666,,GROUNDLINE : L-Pole,GOOD,ohio indian hill,Completed,,,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012-358,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),,,ODP,007701D0,,AAC0F126-D3D2-4C38-9C19-E95AC729F471,14994,2018-02-05 22:40:58.4990061,Pole Soft at Groundline,GROUNDLINE : C-Pole,REJECT,correct imboden inspection,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
15E6D356-49D9-4067-98E4-00049FD3622E,243,WEST LEXINGTON 154 (905) - GHENT 165 (912-914),1,,KU,004403A0,,DEBE3E49-1C86-4FE9-B924-8EB3D4486127,33239,2019-09-10 19:53:32.9176610,,FOUNDATION: Pole 2,GOOD,345 west lex ghent,Completed,2019-10-31 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2019-09-03 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
C768168B-81B7-44DD-9FD0-000220257438,61-203,DORCHESTER 072 (804) - POCKET NORTH 203 (814),1,,ODP,,,122E5B68-7147-4BF0-BB8F-41F63574D07F,401865,2018-02-28 01:54:01.4835651,,STATIC,GOOD,imboden dorchester part 2,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2018-02-19 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
C768168B-81B7-44DD-9FD0-000220257438,61-203,DORCHESTER 072 (804) - POCKET NORTH 203 (814),1,,ODP,,,122E5B68-7147-4BF0-BB8F-41F63574D07F,401865,2018-02-28 01:54:01.0535427,,WOODPECKER HOLES : L-Pole,GOOD,imboden dorchester part 2,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2018-02-19 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
C768168B-81B7-44DD-9FD0-000220257438,61-203,DORCHESTER 072 (804) - POCKET NORTH 203 (814),1,,ODP,,,122E5B68-7147-4BF0-BB8F-41F63574D07F,401865,2018-02-28 01:54:00.9495294,Top of Pole is Bad,CONDITION ABOVE GROUNDLINE : L-Pole,REJECT,imboden dorchester part 2,Completed,,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2018-02-19 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
B3F038F3-8245-49A2-A278-00114EDC0243,051,MIDDLESBORO 127 (644) - MIDDLESBORO 780,,,KU,012503A0,,D8607898-CF5B-42AC-9247-D8AF00F27452,40327,2017-01-20 13:51:27.2582245,,DOWN GUY STUB POLE,GOOD,middlesboro 1 and 2,Completed,2017-02-01 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-01-17 00:00:00.0000000,57381FD7-A17B-425A-A94C-7C48E08D6BB5
15E6D356-49D9-4067-98E4-00049FD3622E,243,WEST LEXINGTON 154 (905) - GHENT 165 (912-914),1,,KU,004403A0,,DEBE3E49-1C86-4FE9-B924-8EB3D4486127,33239,2019-09-10 19:53:34.9368661,,DOWN GUY,GOOD,345 west lex ghent,Completed,2019-10-31 00:00:00.0000000,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2019-09-03 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
